"ENSP","cluster_membership","cluster_size","n.mut.all","n.rare.funcl","n.comm.funcl","n.rare.nonfuncl","n.comm.nonfuncl"
"ENSP00000354337",1,67,31,19,0,12,0
"ENSP00000354337",2,58,23,19,1,3,0
"ENSP00000354337",3,51,26,18,0,5,3
"ENSP00000354337",4,49,29,17,1,11,0
"ENSP00000354337",5,48,20,12,0,7,1
"ENSP00000354337",6,45,25,16,2,6,1
"ENSP00000354337",7,42,17,11,0,6,0
"ENSP00000354337",8,41,21,17,0,3,1
"ENSP00000354340",1,385,133,93,0,39,1
"ENSP00000354340",2,78,20,13,0,7,0
"ENSP00000354376",1,36,12,8,0,4,0
"ENSP00000354376",2,30,13,10,0,3,0
"ENSP00000354376",3,27,11,7,0,4,0
"ENSP00000354376",4,24,16,11,0,5,0
"ENSP00000354376",5,23,9,3,1,5,0
"ENSP00000354376",6,22,14,8,1,5,0
"ENSP00000354376",7,22,10,7,0,3,0
"ENSP00000354376",8,16,4,3,0,1,0
"ENSP00000354376",9,13,4,1,0,3,0
"ENSP00000354398",1,263,92,55,0,35,2
"ENSP00000354398",2,135,43,28,0,15,0
"ENSP00000354441",1,122,36,18,0,16,2
"ENSP00000354441",2,113,42,24,0,15,3
"ENSP00000354441",3,50,24,16,0,7,1
"ENSP00000354441",4,45,22,17,0,5,0
"ENSP00000354441",5,30,13,4,0,8,1
"ENSP00000354441",6,16,5,3,0,2,0
"ENSP00000354441",7,16,7,2,0,5,0
"ENSP00000354441",8,15,13,5,1,7,0
"ENSP00000354445",1,144,60,38,3,18,1
"ENSP00000354445",2,108,40,25,0,15,0
"ENSP00000354445",3,73,28,17,0,11,0
"ENSP00000354458",1,283,121,83,6,31,1
"ENSP00000354458",2,182,95,58,5,30,2
"ENSP00000354458",3,119,49,36,2,10,1
"ENSP00000354468",1,49,18,14,0,4,0
"ENSP00000354468",2,38,7,4,1,1,1
"ENSP00000354468",3,33,19,11,0,7,1
"ENSP00000354468",4,33,13,10,0,3,0
"ENSP00000354468",5,32,17,13,0,3,1
"ENSP00000354468",6,31,14,10,0,3,1
"ENSP00000354468",7,28,13,10,0,3,0
"ENSP00000354468",8,19,5,3,0,2,0
"ENSP00000354468",9,18,13,7,1,5,0
"ENSP00000354468",10,18,10,5,1,4,0
"ENSP00000354468",11,18,7,5,0,2,0
"ENSP00000354468",12,17,8,1,2,5,0
"ENSP00000354511",1,77,36,24,0,10,2
"ENSP00000354511",2,62,36,24,1,9,2
"ENSP00000354511",3,44,17,9,1,7,0
"ENSP00000354511",4,37,23,11,1,9,2
"ENSP00000354511",5,28,16,9,0,7,0
"ENSP00000354511",6,23,7,5,0,2,0
"ENSP00000354518",1,149,48,29,1,17,1
"ENSP00000354518",2,76,44,27,1,16,0
"ENSP00000354518",3,62,24,16,2,6,0
"ENSP00000354518",4,51,25,16,0,9,0
"ENSP00000354518",5,34,19,15,0,3,1
"ENSP00000354525",1,43,20,13,0,7,0
"ENSP00000354525",2,36,16,12,0,4,0
"ENSP00000354525",3,36,11,8,0,3,0
"ENSP00000354525",4,29,9,6,0,3,0
"ENSP00000354525",5,28,5,3,1,1,0
"ENSP00000354525",6,20,11,7,1,3,0
"ENSP00000354525",7,13,2,2,0,0,0
"ENSP00000354525",8,11,3,1,0,2,0
"ENSP00000354532",1,60,24,16,2,6,0
"ENSP00000354532",2,36,6,3,0,3,0
"ENSP00000354532",3,34,12,9,0,3,0
"ENSP00000354532",4,31,12,9,0,3,0
"ENSP00000354532",5,28,12,8,0,4,0
"ENSP00000354532",6,26,3,3,0,0,0
"ENSP00000354532",7,21,9,7,0,1,1
"ENSP00000354532",8,18,9,8,0,1,0
"ENSP00000354532",9,18,9,6,0,3,0
"ENSP00000354532",10,17,8,4,1,2,1
"ENSP00000354553",1,140,48,34,1,13,0
"ENSP00000354553",2,108,39,24,2,13,0
"ENSP00000354553",3,98,43,32,1,10,0
"ENSP00000354553",4,60,24,14,1,9,0
"ENSP00000354560",1,666,216,129,2,83,2
"ENSP00000354560",2,126,45,34,0,11,0
"ENSP00000354568",1,127,46,33,1,12,0
"ENSP00000354568",2,124,44,30,1,13,0
"ENSP00000354568",3,114,44,32,2,10,0
"ENSP00000354568",4,84,38,27,0,11,0
"ENSP00000354568",5,75,25,15,0,10,0
"ENSP00000354568",6,69,26,17,0,8,1
"ENSP00000354568",7,54,14,10,1,3,0
"ENSP00000354568",8,52,19,14,0,5,0
"ENSP00000354568",9,51,18,13,2,3,0
"ENSP00000354568",10,40,19,19,0,0,0
"ENSP00000354568",11,39,15,10,1,4,0
"ENSP00000354568",12,37,11,6,0,5,0
"ENSP00000354568",13,35,14,11,0,3,0
"ENSP00000354568",14,27,10,7,0,3,0
"ENSP00000354568",15,19,7,6,0,1,0
"ENSP00000354571",1,257,85,60,0,23,2
"ENSP00000354571",2,37,10,6,0,3,1
"ENSP00000354571",3,33,12,8,0,3,1
"ENSP00000354574",1,421,175,126,3,43,3
"ENSP00000354574",2,116,40,30,0,10,0
"ENSP00000354579",1,55,19,12,0,6,1
"ENSP00000354579",2,42,18,11,0,7,0
"ENSP00000354579",3,38,11,9,0,1,1
"ENSP00000354579",4,26,1,1,0,0,0
"ENSP00000354579",5,21,7,3,0,4,0
"ENSP00000354581",1,54,23,13,3,7,0
"ENSP00000354581",2,50,17,13,1,2,1
"ENSP00000354581",3,31,12,9,0,2,1
"ENSP00000354581",4,29,15,9,1,5,0
"ENSP00000354581",5,25,10,7,2,1,0
"ENSP00000354581",6,19,9,7,1,1,0
"ENSP00000354581",7,13,3,1,0,2,0
"ENSP00000354583",1,106,35,19,0,16,0
"ENSP00000354583",2,76,37,25,1,11,0
"ENSP00000354583",3,64,20,9,0,10,1
"ENSP00000354583",4,63,29,17,0,11,1
"ENSP00000354583",5,58,18,10,0,8,0
"ENSP00000354583",6,42,18,13,0,5,0
"ENSP00000354590",1,131,50,29,1,19,1
"ENSP00000354590",2,28,10,7,0,3,0
"ENSP00000354607",1,190,65,34,1,28,2
"ENSP00000354607",2,184,51,23,0,25,3
"ENSP00000354607",3,131,39,17,1,21,0
"ENSP00000354607",4,80,27,13,0,12,2
"ENSP00000354608",1,271,78,44,2,31,1
"ENSP00000354608",2,37,18,9,1,8,0
"ENSP00000354612",1,135,64,35,4,22,3
"ENSP00000354612",2,95,35,19,1,15,0
"ENSP00000354612",3,64,23,13,0,8,2
"ENSP00000354612",4,56,22,11,0,9,2
"ENSP00000354612",5,53,21,17,0,4,0
"ENSP00000354612",6,52,17,14,1,2,0
"ENSP00000354612",7,50,17,11,1,4,1
"ENSP00000354612",8,48,21,16,0,5,0
"ENSP00000354612",9,46,27,18,0,8,1
"ENSP00000354622",1,145,54,42,0,12,0
"ENSP00000354622",2,92,13,7,1,5,0
"ENSP00000354622",3,90,31,21,1,8,1
"ENSP00000354622",4,86,25,18,1,6,0
"ENSP00000354622",5,62,26,14,0,11,1
"ENSP00000354622",6,59,25,17,0,8,0
"ENSP00000354622",7,56,13,8,1,4,0
"ENSP00000354622",8,23,12,8,1,3,0
"ENSP00000354643",1,128,47,32,1,14,0
"ENSP00000354643",2,121,49,30,0,17,2
"ENSP00000354652",1,340,87,47,1,38,1
"ENSP00000354652",2,44,14,12,0,2,0
"ENSP00000354677",1,37,21,15,1,5,0
"ENSP00000354677",2,27,8,6,0,2,0
"ENSP00000354677",3,24,8,4,0,3,1
"ENSP00000354677",4,24,7,4,0,3,0
"ENSP00000354677",5,21,10,6,0,4,0
"ENSP00000354677",6,21,6,4,0,2,0
"ENSP00000354677",7,21,8,5,0,3,0
"ENSP00000354677",8,12,5,5,0,0,0
"ENSP00000354688",1,127,44,32,1,11,0
"ENSP00000354688",2,89,31,19,0,12,0
"ENSP00000354688",3,79,20,13,1,6,0
"ENSP00000354688",4,62,10,4,0,4,2
"ENSP00000354689",1,85,36,18,2,16,0
"ENSP00000354689",2,69,29,22,0,7,0
"ENSP00000354689",3,69,27,12,0,14,1
"ENSP00000354689",4,59,29,16,3,10,0
"ENSP00000354689",5,49,31,18,0,12,1
"ENSP00000354689",6,40,14,10,0,4,0
"ENSP00000354707",1,284,132,83,6,42,1
"ENSP00000354707",2,29,15,10,0,5,0
"ENSP00000354724",1,54,15,7,0,8,0
"ENSP00000354724",2,49,22,7,0,14,1
"ENSP00000354724",3,44,18,4,1,11,2
"ENSP00000354724",4,41,13,10,0,3,0
"ENSP00000354724",5,32,13,3,0,10,0
"ENSP00000354724",6,22,7,4,0,2,1
"ENSP00000354739",1,139,41,21,1,19,0
"ENSP00000354739",2,26,14,7,0,7,0
"ENSP00000354772",1,206,77,43,0,31,3
"ENSP00000354772",2,85,29,20,0,9,0
"ENSP00000354772",3,28,6,3,0,2,1
"ENSP00000354774",1,44,16,12,0,4,0
"ENSP00000354774",2,41,12,9,0,3,0
"ENSP00000354774",3,29,8,4,0,4,0
"ENSP00000354774",4,23,6,4,0,2,0
"ENSP00000354774",5,22,8,4,0,4,0
"ENSP00000354774",6,22,2,1,0,1,0
"ENSP00000354774",7,15,3,3,0,0,0
"ENSP00000354800",1,281,123,81,4,37,1
"ENSP00000354800",2,33,20,13,1,6,0
"ENSP00000354812",1,69,36,22,1,12,1
"ENSP00000354812",2,67,35,18,1,15,1
"ENSP00000354812",3,65,25,11,1,13,0
"ENSP00000354812",4,63,20,10,0,9,1
"ENSP00000354812",5,42,11,7,0,4,0
"ENSP00000354812",6,36,11,6,1,2,2
"ENSP00000354812",7,34,14,9,0,5,0
"ENSP00000354822",1,86,40,23,6,9,2
"ENSP00000354822",2,66,23,14,0,7,2
"ENSP00000354822",3,56,16,10,0,6,0
"ENSP00000354822",4,51,21,12,1,7,1
"ENSP00000354822",5,42,13,10,0,3,0
"ENSP00000354829",1,181,52,31,0,21,0
"ENSP00000354829",2,137,34,14,1,18,1
"ENSP00000354829",3,95,33,18,1,14,0
"ENSP00000354841",1,73,25,20,0,4,1
"ENSP00000354841",2,40,17,11,0,5,1
"ENSP00000354841",3,35,14,10,0,4,0
"ENSP00000354841",4,32,13,7,0,6,0
"ENSP00000354841",5,30,14,7,2,5,0
"ENSP00000354869",1,97,0,0,0,0,0
"ENSP00000354869",2,75,0,0,0,0,0
"ENSP00000354869",3,71,0,0,0,0,0
"ENSP00000354869",4,49,0,0,0,0,0
"ENSP00000354869",5,37,2,0,1,0,1
"ENSP00000354883",1,83,33,19,0,14,0
"ENSP00000354883",2,82,27,22,0,4,1
"ENSP00000354883",3,71,22,14,0,8,0
"ENSP00000354883",4,61,19,13,0,6,0
"ENSP00000354883",5,49,13,8,1,4,0
"ENSP00000354883",6,34,11,8,0,2,1
"ENSP00000354884",1,168,61,41,3,16,1
"ENSP00000354884",2,78,36,31,0,4,1
"ENSP00000354884",3,70,21,16,0,5,0
"ENSP00000354884",4,67,25,18,0,5,2
"ENSP00000354884",5,52,21,16,0,5,0
"ENSP00000354886",1,91,61,31,2,24,4
"ENSP00000354886",2,60,33,21,0,10,2
"ENSP00000354886",3,50,28,22,1,5,0
"ENSP00000354886",4,40,20,13,1,4,2
"ENSP00000354886",5,34,18,11,0,6,1
"ENSP00000354886",6,33,18,11,1,5,1
"ENSP00000354901",1,100,41,27,0,14,0
"ENSP00000354901",2,25,10,7,0,2,1
"ENSP00000354911",1,83,29,20,1,7,1
"ENSP00000354911",2,48,17,9,0,8,0
"ENSP00000354911",3,32,15,5,0,8,2
"ENSP00000354911",4,21,4,2,0,2,0
"ENSP00000354929",1,24,11,9,1,1,0
"ENSP00000354929",2,21,4,2,0,2,0
"ENSP00000354929",3,20,11,5,1,5,0
"ENSP00000354929",4,20,11,5,1,5,0
"ENSP00000354929",5,20,3,1,0,2,0
"ENSP00000354929",6,20,3,1,1,1,0
"ENSP00000354929",7,19,0,0,0,0,0
"ENSP00000354929",8,18,2,1,1,0,0
"ENSP00000354929",9,17,6,2,0,4,0
"ENSP00000354929",10,16,8,6,0,2,0
"ENSP00000354929",11,15,1,0,0,1,0
"ENSP00000354929",12,15,10,9,1,0,0
"ENSP00000354929",13,11,0,0,0,0,0
"ENSP00000354947",1,63,18,10,0,6,2
"ENSP00000354947",2,57,11,3,0,8,0
"ENSP00000354947",3,42,10,5,0,5,0
"ENSP00000354947",4,40,12,5,0,7,0
"ENSP00000354947",5,36,6,4,0,2,0
"ENSP00000354947",6,33,10,8,0,1,1
"ENSP00000354947",7,15,2,2,0,0,0
"ENSP00000354952",1,547,248,177,4,58,9
"ENSP00000354952",2,106,46,32,0,14,0
"ENSP00000354952",3,23,4,1,0,3,0
"ENSP00000354963",1,83,33,14,0,18,1
"ENSP00000354963",2,63,28,17,0,11,0
"ENSP00000354963",3,62,19,11,0,8,0
"ENSP00000354963",4,60,23,13,0,10,0
"ENSP00000354963",5,57,19,14,0,5,0
"ENSP00000354963",6,44,13,8,0,4,1
"ENSP00000354963",7,40,18,15,0,1,2
"ENSP00000354963",8,34,15,7,0,8,0
"ENSP00000354963",9,23,3,2,0,1,0
"ENSP00000355011",1,43,11,5,0,6,0
"ENSP00000355011",2,42,6,1,0,4,1
"ENSP00000355011",3,38,8,4,0,4,0
"ENSP00000355011",4,34,6,3,0,3,0
"ENSP00000355011",5,34,10,3,0,7,0
"ENSP00000355011",6,33,14,9,0,5,0
"ENSP00000355011",7,32,0,0,0,0,0
"ENSP00000355011",8,31,8,5,0,3,0
"ENSP00000355011",9,31,8,4,0,4,0
"ENSP00000355011",10,29,4,1,0,3,0
"ENSP00000355011",11,22,6,4,0,2,0
"ENSP00000355011",12,21,5,3,0,2,0
"ENSP00000355051",1,98,32,15,0,17,0
"ENSP00000355051",2,26,5,1,0,4,0
"ENSP00000355077",1,149,60,35,3,22,0
"ENSP00000355077",2,78,33,18,0,14,1
"ENSP00000355077",3,39,16,8,0,8,0
"ENSP00000355110",1,95,27,16,0,10,1
"ENSP00000355110",2,70,31,22,2,6,1
"ENSP00000355110",3,62,27,17,0,9,1
"ENSP00000355110",4,61,18,12,0,5,1
"ENSP00000355110",5,54,17,12,0,4,1
"ENSP00000355110",6,49,28,22,1,5,0
"ENSP00000355110",7,44,19,11,1,5,2
"ENSP00000355124",1,111,43,28,1,14,0
"ENSP00000355124",2,92,55,31,2,21,1
"ENSP00000355124",3,76,41,25,1,13,2
"ENSP00000355124",4,63,22,13,0,9,0
"ENSP00000355124",5,58,31,19,1,11,0
"ENSP00000355140",1,223,100,57,1,38,4
"ENSP00000355140",2,78,30,18,0,10,2
"ENSP00000355156",1,306,120,82,1,35,2
"ENSP00000355156",2,28,16,12,0,4,0
"ENSP00000355157",1,59,19,16,0,3,0
"ENSP00000355157",2,59,29,16,2,11,0
"ENSP00000355157",3,57,29,19,2,8,0
"ENSP00000355157",4,49,19,16,1,1,1
"ENSP00000355157",5,47,20,14,1,5,0
"ENSP00000355157",6,46,18,9,1,8,0
"ENSP00000355157",7,43,20,14,0,6,0
"ENSP00000355157",8,42,18,13,0,5,0
"ENSP00000355157",9,40,16,13,0,3,0
"ENSP00000355157",10,40,16,11,0,4,1
"ENSP00000355157",11,26,11,6,0,5,0
"ENSP00000355162",1,105,45,31,4,9,1
"ENSP00000355162",2,57,27,19,0,8,0
"ENSP00000355162",3,53,20,14,1,5,0
"ENSP00000355162",4,53,19,10,1,7,1
"ENSP00000355162",5,51,19,14,1,4,0
"ENSP00000355162",6,50,16,13,0,3,0
"ENSP00000355162",7,48,14,10,0,4,0
"ENSP00000355162",8,40,18,13,0,5,0
"ENSP00000355162",9,37,18,14,0,4,0
"ENSP00000355162",10,18,6,5,0,1,0
"ENSP00000355166",1,42,25,10,1,14,0
"ENSP00000355166",2,32,11,6,1,4,0
"ENSP00000355166",3,29,13,10,0,3,0
"ENSP00000355166",4,28,14,10,0,3,1
"ENSP00000355166",5,27,11,7,0,4,0
"ENSP00000355166",6,27,15,8,0,7,0
"ENSP00000355166",7,25,9,5,0,4,0
"ENSP00000355166",8,24,10,8,0,1,1
"ENSP00000355166",9,23,11,6,0,5,0
"ENSP00000355166",10,20,12,9,0,3,0
"ENSP00000355228",1,43,17,12,0,5,0
"ENSP00000355228",2,22,9,3,0,6,0
"ENSP00000355228",3,14,7,6,0,1,0
"ENSP00000355228",4,11,3,2,0,1,0
"ENSP00000355241",1,139,64,39,2,21,2
"ENSP00000355241",2,100,24,11,4,8,1
"ENSP00000355241",3,72,28,19,1,8,0
"ENSP00000355241",4,66,31,20,1,10,0
"ENSP00000355241",5,46,21,15,0,6,0
"ENSP00000355241",6,38,15,9,1,5,0
"ENSP00000355241",7,30,9,7,0,2,0
"ENSP00000355241",8,14,8,4,2,1,1
"ENSP00000355249",1,123,45,21,2,22,0
"ENSP00000355249",2,81,31,17,1,13,0
"ENSP00000355249",3,81,33,17,0,16,0
"ENSP00000355249",4,64,30,22,2,5,1
"ENSP00000355249",5,56,20,10,1,9,0
"ENSP00000355249",6,32,15,10,0,5,0
"ENSP00000355279",1,150,42,22,0,20,0
"ENSP00000355279",2,111,24,12,0,12,0
"ENSP00000355279",3,24,4,2,0,2,0
"ENSP00000355299",1,27,8,7,0,1,0
"ENSP00000355299",2,22,7,6,1,0,0
"ENSP00000355299",3,22,4,4,0,0,0
"ENSP00000355299",4,18,5,2,1,2,0
"ENSP00000355299",5,18,6,3,0,3,0
"ENSP00000355299",6,17,2,1,0,1,0
"ENSP00000355299",7,15,7,5,0,2,0
"ENSP00000355299",8,14,0,0,0,0,0
"ENSP00000355299",9,9,2,2,0,0,0
"ENSP00000355299",10,9,2,1,0,1,0
"ENSP00000355308",1,61,9,6,1,2,0
"ENSP00000355308",2,51,12,10,0,2,0
"ENSP00000355308",3,42,14,11,0,3,0
"ENSP00000355308",4,33,14,8,0,6,0
"ENSP00000355308",5,32,10,7,0,2,1
"ENSP00000355308",6,30,7,3,1,2,1
"ENSP00000355308",7,29,10,7,0,3,0
"ENSP00000355308",8,10,2,0,1,1,0
"ENSP00000355325",1,50,12,7,0,5,0
"ENSP00000355325",2,40,13,9,0,4,0
"ENSP00000355325",3,38,17,9,0,8,0
"ENSP00000355325",4,37,8,4,0,4,0
"ENSP00000355325",5,29,6,4,0,2,0
"ENSP00000355325",6,28,11,8,0,3,0
"ENSP00000355325",7,25,12,8,1,3,0
"ENSP00000355325",8,16,7,5,0,2,0
"ENSP00000355330",1,205,89,54,1,31,3
"ENSP00000355330",2,103,56,34,0,17,5
"ENSP00000355330",3,95,38,21,0,16,1
"ENSP00000355330",4,91,49,32,1,16,0
"ENSP00000355330",5,61,25,16,2,7,0
"ENSP00000355330",6,53,25,15,0,8,2
"ENSP00000355330",7,42,19,12,0,7,0
"ENSP00000355330",8,37,13,8,0,5,0
"ENSP00000355340",1,128,55,45,1,9,0
"ENSP00000355340",2,62,24,17,0,6,1
"ENSP00000355370",1,150,74,50,1,22,1
"ENSP00000355370",2,50,22,14,2,6,0
"ENSP00000355377",1,61,19,7,4,6,2
"ENSP00000355377",2,54,27,17,2,8,0
"ENSP00000355377",3,44,26,18,3,2,3
"ENSP00000355377",4,39,21,14,1,6,0
"ENSP00000355377",5,39,21,13,1,6,1
"ENSP00000355377",6,26,21,13,0,8,0
"ENSP00000355377",7,23,3,1,0,2,0
"ENSP00000355377",8,23,11,6,0,4,1
"ENSP00000355377",9,22,8,6,0,2,0
"ENSP00000355384",1,288,154,104,6,43,1
"ENSP00000355384",2,100,44,24,3,14,3
"ENSP00000355384",3,92,44,21,1,20,2
"ENSP00000355384",4,81,36,23,1,10,2
"ENSP00000355384",5,45,24,12,1,11,0
"ENSP00000355385",1,71,38,22,1,14,1
"ENSP00000355385",2,57,28,16,1,11,0
"ENSP00000355385",3,57,28,19,1,7,1
"ENSP00000355385",4,42,18,13,1,4,0
"ENSP00000355385",5,41,6,3,0,3,0
"ENSP00000355429",1,281,8,1,3,4,0
"ENSP00000355429",2,34,3,1,2,0,0
"ENSP00000355430",1,295,149,90,7,49,3
"ENSP00000355430",2,74,37,25,1,11,0
"ENSP00000355431",1,65,22,13,2,6,1
"ENSP00000355431",2,60,19,10,2,5,2
"ENSP00000355431",3,41,19,11,0,5,3
"ENSP00000355431",4,40,13,9,1,2,1
"ENSP00000355431",5,33,13,9,1,3,0
"ENSP00000355431",6,28,14,7,0,4,3
"ENSP00000355431",7,28,8,4,1,3,0
"ENSP00000355431",8,23,7,6,0,1,0
"ENSP00000355431",9,16,7,4,2,1,0
"ENSP00000355431",10,14,5,5,0,0,0
"ENSP00000355432",1,283,129,88,13,26,2
"ENSP00000355432",2,29,8,4,1,3,0
"ENSP00000355435",1,281,144,94,8,39,3
"ENSP00000355435",2,31,11,6,0,5,0
"ENSP00000355436",1,291,125,84,7,26,8
"ENSP00000355436",2,44,18,10,2,6,0
"ENSP00000355437",1,181,88,55,2,27,4
"ENSP00000355437",2,152,72,43,1,27,1
"ENSP00000355437",3,91,28,18,1,9,0
"ENSP00000355437",4,62,11,5,1,5,0
"ENSP00000355441",1,287,37,14,8,15,0
"ENSP00000355441",2,27,2,2,0,0,0
"ENSP00000355443",1,290,137,82,5,49,1
"ENSP00000355443",2,30,16,10,1,4,1
"ENSP00000355467",1,94,46,29,0,17,0
"ENSP00000355467",2,78,20,13,0,7,0
"ENSP00000355467",3,64,21,15,2,4,0
"ENSP00000355467",4,58,15,11,0,4,0
"ENSP00000355467",5,44,12,9,0,2,1
"ENSP00000355467",6,44,15,12,0,3,0
"ENSP00000355467",7,28,8,5,0,3,0
"ENSP00000355467",8,19,6,3,1,2,0
"ENSP00000355471",1,325,135,94,2,31,8
"ENSP00000355471",2,71,32,22,2,7,1
"ENSP00000355479",1,37,9,4,1,4,0
"ENSP00000355479",2,27,14,8,0,4,2
"ENSP00000355479",3,23,12,8,3,1,0
"ENSP00000355479",4,21,9,5,2,2,0
"ENSP00000355479",5,19,11,8,0,3,0
"ENSP00000355479",6,18,7,5,0,2,0
"ENSP00000355479",7,17,6,4,0,2,0
"ENSP00000355479",8,15,5,3,1,1,0
"ENSP00000355479",9,14,2,0,1,0,1
"ENSP00000355479",10,14,3,1,0,2,0
"ENSP00000355479",11,13,2,0,1,1,0
"ENSP00000355479",12,12,4,1,1,1,1
"ENSP00000355479",13,11,1,0,0,1,0
"ENSP00000355479",14,11,2,0,1,1,0
"ENSP00000355479",15,9,3,3,0,0,0
"ENSP00000355479",16,8,2,2,0,0,0
"ENSP00000355486",1,38,18,12,0,4,2
"ENSP00000355486",2,38,16,9,0,7,0
"ENSP00000355486",3,20,5,3,0,2,0
"ENSP00000355486",4,18,9,5,0,4,0
"ENSP00000355486",5,16,2,1,1,0,0
"ENSP00000355493",1,244,61,39,1,21,0
"ENSP00000355493",2,78,15,12,0,3,0
"ENSP00000355493",3,68,18,11,0,7,0
"ENSP00000355493",4,66,16,10,0,6,0
"ENSP00000355512",1,87,35,20,3,12,0
"ENSP00000355512",2,63,30,20,0,9,1
"ENSP00000355512",3,59,23,17,0,6,0
"ENSP00000355512",4,52,18,10,0,8,0
"ENSP00000355512",5,52,22,16,1,5,0
"ENSP00000355512",6,46,15,12,0,3,0
"ENSP00000355512",7,43,8,4,0,4,0
"ENSP00000355517",1,67,22,14,0,6,2
"ENSP00000355517",2,65,16,4,0,12,0
"ENSP00000355517",3,58,13,8,0,5,0
"ENSP00000355517",4,56,15,13,0,1,1
"ENSP00000355517",5,51,19,13,0,5,1
"ENSP00000355517",6,42,23,11,3,8,1
"ENSP00000355517",7,39,21,11,2,8,0
"ENSP00000355517",8,30,11,6,0,5,0
"ENSP00000355517",9,27,11,9,0,2,0
"ENSP00000355517",10,26,14,10,1,3,0
"ENSP00000355517",11,25,5,4,0,1,0
"ENSP00000355566",1,59,16,12,0,4,0
"ENSP00000355566",2,38,9,4,0,5,0
"ENSP00000355566",3,30,8,3,0,5,0
"ENSP00000355566",4,18,5,3,0,2,0
"ENSP00000355577",1,395,146,88,1,56,1
"ENSP00000355577",2,95,33,24,0,7,2
"ENSP00000355580",1,93,31,23,0,8,0
"ENSP00000355580",2,85,35,18,0,16,1
"ENSP00000355580",3,80,33,17,1,15,0
"ENSP00000355580",4,54,26,19,0,6,1
"ENSP00000355580",5,24,6,2,0,4,0
"ENSP00000355586",1,25,10,8,0,2,0
"ENSP00000355586",2,22,3,0,1,1,1
"ENSP00000355586",3,21,9,8,0,1,0
"ENSP00000355586",4,20,4,4,0,0,0
"ENSP00000355586",5,19,6,4,0,2,0
"ENSP00000355586",6,18,1,0,0,1,0
"ENSP00000355586",7,18,6,4,0,2,0
"ENSP00000355586",8,17,9,6,0,3,0
"ENSP00000355586",9,16,7,4,0,3,0
"ENSP00000355586",10,15,10,5,1,4,0
"ENSP00000355586",11,14,5,3,0,1,1
"ENSP00000355586",12,12,5,4,0,1,0
"ENSP00000355586",13,11,2,1,0,1,0
"ENSP00000355607",1,197,61,44,0,15,2
"ENSP00000355607",2,129,52,33,2,15,2
"ENSP00000355607",3,91,23,16,0,7,0
"ENSP00000355607",4,76,23,17,0,5,1
"ENSP00000355607",5,72,28,16,1,11,0
"ENSP00000355607",6,49,20,15,0,5,0
"ENSP00000355607",7,45,18,13,0,5,0
"ENSP00000355607",8,21,9,7,0,2,0
"ENSP00000355627",1,115,63,48,2,12,1
"ENSP00000355627",2,77,35,24,1,10,0
"ENSP00000355627",3,55,24,14,1,8,1
"ENSP00000355627",4,54,21,15,1,5,0
"ENSP00000355627",5,49,28,16,0,11,1
"ENSP00000355627",6,48,25,16,1,8,0
"ENSP00000355627",7,37,11,9,0,2,0
"ENSP00000355627",8,28,13,10,1,2,0
"ENSP00000355627",9,22,13,9,0,4,0
"ENSP00000355629",1,502,189,125,4,58,2
"ENSP00000355629",2,236,100,67,0,29,4
"ENSP00000355645",1,59,9,4,0,5,0
"ENSP00000355645",2,52,11,3,0,8,0
"ENSP00000355645",3,49,12,2,0,9,1
"ENSP00000355645",4,45,14,6,0,8,0
"ENSP00000355645",5,44,11,2,0,8,1
"ENSP00000355645",6,33,7,4,0,3,0
"ENSP00000355645",7,28,9,3,0,6,0
"ENSP00000355645",8,24,8,3,0,5,0
"ENSP00000355645",9,22,7,1,0,6,0
"ENSP00000355645",10,21,2,0,0,2,0
"ENSP00000355651",1,178,57,34,0,23,0
"ENSP00000355651",2,40,15,10,0,5,0
"ENSP00000355652",1,209,78,50,0,25,3
"ENSP00000355652",2,49,5,4,0,1,0
"ENSP00000355656",1,30,16,4,0,12,0
"ENSP00000355656",2,29,15,8,0,7,0
"ENSP00000355656",3,26,11,6,0,5,0
"ENSP00000355656",4,18,13,8,0,5,0
"ENSP00000355656",5,16,5,1,0,4,0
"ENSP00000355656",6,11,5,2,0,2,1
"ENSP00000355672",1,100,33,20,0,12,1
"ENSP00000355672",2,48,7,5,1,1,0
"ENSP00000355672",3,46,25,17,0,8,0
"ENSP00000355672",4,46,23,18,0,5,0
"ENSP00000355672",5,33,15,11,1,3,0
"ENSP00000355672",6,31,12,9,0,3,0
"ENSP00000355672",7,27,14,8,1,5,0
"ENSP00000355672",8,25,8,6,0,2,0
"ENSP00000355715",1,114,41,23,2,14,2
"ENSP00000355715",2,82,25,19,0,6,0
"ENSP00000355715",3,65,33,16,0,17,0
"ENSP00000355715",4,48,18,8,1,9,0
"ENSP00000355715",5,40,18,12,0,6,0
"ENSP00000355715",6,36,11,7,0,4,0
"ENSP00000355719",1,33,20,8,2,7,3
"ENSP00000355719",2,31,19,13,2,4,0
"ENSP00000355719",3,28,11,7,0,4,0
"ENSP00000355719",4,28,9,8,0,1,0
"ENSP00000355719",5,28,14,6,1,7,0
"ENSP00000355719",6,27,14,9,0,5,0
"ENSP00000355719",7,27,12,4,1,6,1
"ENSP00000355719",8,27,15,12,2,1,0
"ENSP00000355719",9,26,17,10,2,3,2
"ENSP00000355719",10,18,9,5,2,2,0
"ENSP00000355719",11,18,6,5,0,0,1
