"ENSG","cluster_membership","benign.mut","pathogenic.mut"
"ENSG00000159200",2,0,0
"ENSG00000159210",1,0,0
"ENSG00000159210",2,0,0
"ENSG00000159210",3,0,0
"ENSG00000159210",4,0,0
"ENSG00000159210",5,0,0
"ENSG00000159210",6,0,0
"ENSG00000159228",1,0,0
"ENSG00000159228",2,0,0
"ENSG00000159231",1,0,0
"ENSG00000159231",2,1,0
"ENSG00000159248",1,0,0
"ENSG00000159248",2,0,0
"ENSG00000159248",3,0,0
"ENSG00000159248",4,0,0
"ENSG00000159251",1,5,1
"ENSG00000159251",2,8,3
"ENSG00000159251",3,9,10
"ENSG00000159251",4,5,3
"ENSG00000159251",5,4,1
"ENSG00000159251",6,5,1
"ENSG00000159251",7,4,3
"ENSG00000159251",8,8,6
"ENSG00000159251",9,5,5
"ENSG00000159261",1,18,8
"ENSG00000159261",2,2,3
"ENSG00000159267",1,1,11
"ENSG00000159267",2,11,20
"ENSG00000159267",3,9,17
"ENSG00000159267",4,6,10
"ENSG00000159267",5,4,7
"ENSG00000159339",1,0,0
"ENSG00000159339",2,0,0
"ENSG00000159339",3,0,0
"ENSG00000159339",4,0,0
"ENSG00000159339",5,0,0
"ENSG00000159339",6,0,0
"ENSG00000159339",7,0,0
"ENSG00000159339",8,0,0
"ENSG00000159339",9,0,0
"ENSG00000159339",10,0,0
"ENSG00000159339",11,0,0
"ENSG00000159339",12,0,0
"ENSG00000159339",13,0,0
"ENSG00000159346",1,0,0
"ENSG00000159346",2,0,0
"ENSG00000159348",1,0,0
"ENSG00000159348",2,0,0
"ENSG00000159352",1,0,0
"ENSG00000159352",2,0,0
"ENSG00000159352",3,0,0
"ENSG00000159377",1,0,0
"ENSG00000159377",2,0,2
"ENSG00000159377",3,0,0
"ENSG00000159377",4,0,1
"ENSG00000159377",5,0,0
"ENSG00000159377",6,0,0
"ENSG00000159377",7,0,0
"ENSG00000159377",8,0,0
"ENSG00000159388",1,0,0
"ENSG00000159388",2,1,0
"ENSG00000159398",1,0,0
"ENSG00000159398",2,0,0
"ENSG00000159398",3,0,0
"ENSG00000159398",4,0,0
"ENSG00000159398",5,0,0
"ENSG00000159398",6,0,0
"ENSG00000159403",1,0,0
"ENSG00000159403",2,0,0
"ENSG00000159403",3,0,1
"ENSG00000159409",1,0,0
"ENSG00000159409",2,0,0
"ENSG00000159409",3,0,0
"ENSG00000159409",4,0,0
"ENSG00000159409",5,0,0
"ENSG00000159409",6,0,0
"ENSG00000159409",7,0,0
"ENSG00000159423",1,0,0
"ENSG00000159423",2,0,1
"ENSG00000159423",3,4,1
"ENSG00000159423",4,4,0
"ENSG00000159423",5,1,0
"ENSG00000159423",6,0,0
"ENSG00000159423",7,1,0
"ENSG00000159423",8,0,0
"ENSG00000159423",9,0,0
"ENSG00000159423",10,0,0
"ENSG00000159423",11,0,0
"ENSG00000159423",12,0,0
"ENSG00000159423",13,0,0
"ENSG00000159423",14,0,0
"ENSG00000159423",15,1,0
"ENSG00000159423",16,0,0
"ENSG00000159423",17,1,0
"ENSG00000159423",18,0,0
"ENSG00000159556",1,0,0
"ENSG00000159556",2,0,0
"ENSG00000159556",3,0,0
"ENSG00000159556",4,0,0
"ENSG00000159556",5,0,0
"ENSG00000159556",6,0,0
"ENSG00000159556",7,0,0
"ENSG00000159674",1,0,0
"ENSG00000159674",2,0,0
"ENSG00000159674",3,0,0
"ENSG00000159674",4,0,0
"ENSG00000159674",5,0,0
"ENSG00000159674",6,0,0
"ENSG00000159674",7,0,0
"ENSG00000159692",1,1,1
"ENSG00000159692",2,0,0
"ENSG00000159713",1,0,0
"ENSG00000159713",2,0,0
"ENSG00000159713",3,0,0
"ENSG00000159713",4,0,0
"ENSG00000159720",1,0,0
"ENSG00000159720",2,0,0
"ENSG00000159763",1,0,0
"ENSG00000159763",2,0,0
"ENSG00000159763",3,0,0
"ENSG00000159763",4,0,0
"ENSG00000159763",5,0,0
"ENSG00000159763",6,0,0
"ENSG00000159792",1,0,0
"ENSG00000159792",2,0,0
"ENSG00000159871",1,0,0
"ENSG00000159871",2,0,0
"ENSG00000159871",3,0,0
"ENSG00000159871",4,0,0
"ENSG00000159871",5,0,0
"ENSG00000159871",6,0,0
"ENSG00000159961",1,0,0
"ENSG00000159961",2,0,0
"ENSG00000160013",1,0,0
"ENSG00000160013",2,0,0
"ENSG00000160013",3,0,0
"ENSG00000160013",4,0,0
"ENSG00000160013",5,0,0
"ENSG00000160013",6,0,0
"ENSG00000160013",7,0,0
"ENSG00000160013",8,0,0
"ENSG00000160013",9,0,0
"ENSG00000160013",10,0,0
"ENSG00000160013",11,0,0
"ENSG00000160014",1,0,0
"ENSG00000160014",2,0,2
"ENSG00000160014",3,1,2
"ENSG00000160055",1,0,0
"ENSG00000160055",2,0,0
"ENSG00000160075",1,0,0
"ENSG00000160075",2,0,0
"ENSG00000160075",3,0,0
"ENSG00000160075",4,0,0
"ENSG00000160075",5,0,0
"ENSG00000160075",6,0,0
"ENSG00000160075",7,0,0
"ENSG00000160075",8,0,0
"ENSG00000160087",1,0,0
"ENSG00000160087",2,0,0
"ENSG00000160087",3,0,0
"ENSG00000160087",4,0,0
"ENSG00000160087",5,0,0
"ENSG00000160097",1,0,0
"ENSG00000160097",2,0,0
"ENSG00000160097",3,0,0
"ENSG00000160097",4,0,0
"ENSG00000160097",5,0,0
"ENSG00000160097",6,0,0
"ENSG00000160113",1,0,0
"ENSG00000160113",2,0,0
"ENSG00000160117",1,0,0
"ENSG00000160117",2,0,0
"ENSG00000160117",3,0,0
"ENSG00000160117",4,0,0
"ENSG00000160117",5,0,0
"ENSG00000160117",6,0,0
"ENSG00000160124",1,0,0
"ENSG00000160124",2,0,0
"ENSG00000160124",3,0,0
"ENSG00000160181",1,0,0
"ENSG00000160181",2,0,0
"ENSG00000160181",3,0,0
"ENSG00000160185",1,0,0
"ENSG00000160185",2,0,0
"ENSG00000160185",3,0,0
"ENSG00000160185",4,0,0
"ENSG00000160188",1,6,2
"ENSG00000160188",2,6,5
"ENSG00000160188",3,3,6
"ENSG00000160188",4,2,3
"ENSG00000160190",1,0,0
"ENSG00000160190",2,0,0
"ENSG00000160193",1,1,2
"ENSG00000160193",2,0,0
"ENSG00000160193",3,0,0
"ENSG00000160193",4,0,0
"ENSG00000160193",5,0,0
"ENSG00000160193",6,0,0
"ENSG00000160193",7,0,0
"ENSG00000160193",8,0,0
"ENSG00000160193",9,0,0
"ENSG00000160193",10,0,0
"ENSG00000160200",1,61,14
"ENSG00000160200",2,18,21
"ENSG00000160200",3,17,3
"ENSG00000160200",4,10,11
"ENSG00000160200",5,2,7
"ENSG00000160201",1,0,0
"ENSG00000160201",2,0,1
"ENSG00000160201",3,0,0
"ENSG00000160202",1,0,3
"ENSG00000160202",2,0,3
"ENSG00000160202",3,1,0
"ENSG00000160202",4,0,1
"ENSG00000160202",5,1,0
"ENSG00000160202",6,0,2
"ENSG00000160202",7,2,0
"ENSG00000160202",8,0,0
"ENSG00000160209",1,0,0
"ENSG00000160209",2,0,0
"ENSG00000160209",3,0,0
"ENSG00000160209",4,0,0
"ENSG00000160209",5,0,0
"ENSG00000160209",6,0,0
"ENSG00000160209",7,0,0
"ENSG00000160209",8,0,0
"ENSG00000160209",9,0,0
"ENSG00000160213",1,11,8
"ENSG00000160213",2,1,1
"ENSG00000160213",3,1,4
"ENSG00000160216",1,0,0
"ENSG00000160216",2,0,0
"ENSG00000160216",3,0,0
"ENSG00000160216",4,0,0
"ENSG00000160216",5,0,0
"ENSG00000160216",6,0,0
"ENSG00000160221",1,0,0
"ENSG00000160221",2,0,0
"ENSG00000160221",3,0,0
"ENSG00000160221",4,0,0
"ENSG00000160221",5,0,0
"ENSG00000160221",6,0,0
"ENSG00000160221",7,0,0
"ENSG00000160221",8,0,0
"ENSG00000160221",9,0,0
"ENSG00000160233",1,0,0
"ENSG00000160233",2,0,0
"ENSG00000160233",3,0,0
"ENSG00000160233",4,0,0
"ENSG00000160233",5,0,0
"ENSG00000160233",6,0,0
"ENSG00000160233",7,0,0
"ENSG00000160233",8,0,0
"ENSG00000160233",9,0,0
"ENSG00000160233",10,0,0
"ENSG00000160255",1,9,4
"ENSG00000160255",2,6,3
"ENSG00000160255",3,2,2
"ENSG00000160255",4,4,0
"ENSG00000160255",5,5,1
"ENSG00000160255",6,6,0
"ENSG00000160255",7,1,0
"ENSG00000160255",8,0,0
"ENSG00000160255",9,7,2
"ENSG00000160255",10,0,2
"ENSG00000160255",11,1,1
"ENSG00000160282",1,14,9
"ENSG00000160282",2,1,0
"ENSG00000160285",1,1,1
"ENSG00000160285",2,0,1
"ENSG00000160285",3,0,1
"ENSG00000160285",4,0,0
"ENSG00000160285",5,0,0
"ENSG00000160285",6,0,0
"ENSG00000160285",7,0,0
"ENSG00000160285",8,1,0
"ENSG00000160285",9,0,0
"ENSG00000160285",10,0,0
"ENSG00000160285",11,0,0
"ENSG00000160285",12,0,0
"ENSG00000160293",1,0,0
"ENSG00000160293",2,0,0
"ENSG00000160293",3,0,0
"ENSG00000160293",4,0,0
"ENSG00000160293",5,0,0
"ENSG00000160310",1,0,0
"ENSG00000160310",2,0,0
"ENSG00000160318",1,0,0
"ENSG00000160318",2,0,0
"ENSG00000160318",3,0,0
"ENSG00000160318",4,0,0
"ENSG00000160318",5,0,0
"ENSG00000160318",6,0,0
"ENSG00000160326",1,0,0
"ENSG00000160326",2,0,0
"ENSG00000160339",1,0,0
"ENSG00000160339",2,0,0
"ENSG00000160339",3,0,0
"ENSG00000160339",4,0,0
"ENSG00000160339",5,0,0
"ENSG00000160339",6,0,0
"ENSG00000160349",1,0,0
"ENSG00000160349",2,0,0
"ENSG00000160349",3,0,0
"ENSG00000160349",4,0,0
"ENSG00000160404",1,0,0
"ENSG00000160404",2,0,0
"ENSG00000160404",3,0,0
"ENSG00000160404",4,0,0
"ENSG00000160439",1,0,0
"ENSG00000160439",2,0,0
"ENSG00000160471",1,0,0
"ENSG00000160471",2,0,0
"ENSG00000160471",3,0,0
"ENSG00000160539",1,0,0
"ENSG00000160539",2,0,0
"ENSG00000160588",1,0,0
"ENSG00000160588",2,0,0
"ENSG00000160588",3,0,0
"ENSG00000160593",1,0,0
"ENSG00000160593",2,0,0
"ENSG00000160593",3,0,0
"ENSG00000160593",4,0,0
"ENSG00000160593",5,0,0
"ENSG00000160593",6,0,0
"ENSG00000160593",7,0,0
"ENSG00000160606",1,0,0
"ENSG00000160606",2,0,0
"ENSG00000160606",3,0,0
"ENSG00000160606",4,0,0
"ENSG00000160606",5,0,0
"ENSG00000160606",6,0,0
"ENSG00000160606",7,0,0
"ENSG00000160654",1,0,4
"ENSG00000160654",2,0,0
"ENSG00000160654",3,0,5
"ENSG00000160654",4,0,6
"ENSG00000160678",1,0,0
"ENSG00000160678",2,0,0
"ENSG00000160678",3,0,0
"ENSG00000160683",1,0,0
"ENSG00000160683",2,0,0
"ENSG00000160683",3,0,0
"ENSG00000160683",4,0,0
"ENSG00000160683",5,0,0
"ENSG00000160683",6,0,0
"ENSG00000160683",7,0,0
"ENSG00000160683",8,0,0
"ENSG00000160712",1,0,0
"ENSG00000160712",2,0,0
"ENSG00000160712",3,0,0
"ENSG00000160712",4,0,0
"ENSG00000160712",5,0,0
"ENSG00000160712",6,0,0
"ENSG00000160712",7,0,0
"ENSG00000160712",8,0,0
"ENSG00000160712",9,0,0
"ENSG00000160712",10,0,0
"ENSG00000160716",1,8,7
"ENSG00000160716",2,9,1
"ENSG00000160716",3,7,0
"ENSG00000160716",4,5,0
"ENSG00000160716",5,13,0
"ENSG00000160716",6,1,0
"ENSG00000160752",1,0,0
"ENSG00000160752",2,0,0
"ENSG00000160752",3,0,0
"ENSG00000160752",4,0,0
"ENSG00000160752",5,0,0
"ENSG00000160752",6,0,0
"ENSG00000160785",1,0,0
"ENSG00000160785",2,0,0
"ENSG00000160785",3,0,0
"ENSG00000160785",4,0,0
"ENSG00000160785",5,0,0
"ENSG00000160785",6,0,0
"ENSG00000160785",7,0,0
"ENSG00000160789",1,48,157
"ENSG00000160789",2,10,46
"ENSG00000160789",3,14,11
"ENSG00000160791",1,0,3
"ENSG00000160791",2,0,0
"ENSG00000160799",1,0,0
"ENSG00000160799",2,0,0
"ENSG00000160799",3,0,0
"ENSG00000160803",1,0,0
"ENSG00000160803",2,0,0
"ENSG00000160803",3,0,0
"ENSG00000160803",4,0,0
"ENSG00000160803",5,0,0
"ENSG00000160803",6,0,0
"ENSG00000160803",7,0,0
"ENSG00000160803",8,0,0
"ENSG00000160803",9,0,0
"ENSG00000160803",10,0,0
"ENSG00000160803",11,0,0
"ENSG00000160803",12,0,0
"ENSG00000160808",1,13,1
"ENSG00000160808",2,9,3
"ENSG00000160808",3,10,5
"ENSG00000160808",4,0,4
"ENSG00000160844",1,0,0
"ENSG00000160844",2,0,0
"ENSG00000160844",3,0,0
"ENSG00000160868",1,0,0
"ENSG00000160868",2,0,0
"ENSG00000160868",3,0,0
"ENSG00000160868",4,0,0
"ENSG00000160868",5,0,0
"ENSG00000160868",6,0,0
"ENSG00000160868",7,0,0
"ENSG00000160868",8,0,1
"ENSG00000160868",9,0,0
"ENSG00000160868",10,0,0
"ENSG00000160868",11,0,0
"ENSG00000160870",1,0,0
"ENSG00000160870",2,0,0
"ENSG00000160870",3,0,0
"ENSG00000160870",4,0,0
"ENSG00000160870",5,0,0
"ENSG00000160870",6,0,0
"ENSG00000160870",7,0,0
"ENSG00000160917",1,0,0
"ENSG00000160917",2,0,0
"ENSG00000160917",3,0,0
"ENSG00000160917",4,0,0
"ENSG00000160917",5,0,0
"ENSG00000160917",6,0,0
"ENSG00000160948",1,0,0
"ENSG00000160948",2,0,0
"ENSG00000160948",3,0,0
"ENSG00000160951",1,0,0
"ENSG00000160951",2,0,0
"ENSG00000160991",1,0,0
"ENSG00000160991",2,0,0
"ENSG00000160991",3,0,0
"ENSG00000160991",4,0,0
"ENSG00000160991",5,0,0
"ENSG00000160991",6,0,0
"ENSG00000160991",7,0,0
"ENSG00000160993",1,0,0
"ENSG00000160993",2,0,0
"ENSG00000160993",3,0,0
"ENSG00000160993",4,0,0
"ENSG00000160993",5,0,0
"ENSG00000160993",6,0,0
"ENSG00000160993",7,0,0
"ENSG00000160993",8,0,0
"ENSG00000161011",1,25,7
"ENSG00000161011",2,9,4
"ENSG00000161011",3,3,0
"ENSG00000161016",1,0,0
"ENSG00000161016",2,0,0
"ENSG00000161016",3,0,0
"ENSG00000161016",4,0,0
"ENSG00000161016",5,0,0
"ENSG00000161016",6,0,0
"ENSG00000161040",1,0,0
"ENSG00000161040",2,0,0
"ENSG00000161040",3,0,0
"ENSG00000161040",4,0,0
"ENSG00000161048",1,0,0
"ENSG00000161048",2,0,0
"ENSG00000161048",3,0,0
"ENSG00000161048",4,0,0
"ENSG00000161048",5,0,0
"ENSG00000161048",6,0,0
"ENSG00000161082",1,0,0
"ENSG00000161082",2,1,0
"ENSG00000161082",3,0,0
"ENSG00000161082",4,0,0
"ENSG00000161082",5,0,0
"ENSG00000161082",6,0,0
"ENSG00000161082",7,0,0
"ENSG00000161082",8,0,0
"ENSG00000161082",9,0,0
"ENSG00000161082",10,0,0
"ENSG00000161082",11,0,0
"ENSG00000161082",12,0,0
"ENSG00000161082",13,0,0
"ENSG00000161082",14,0,0
"ENSG00000161091",1,0,0
"ENSG00000161091",2,0,0
"ENSG00000161179",1,0,0
"ENSG00000161179",2,0,0
"ENSG00000161179",3,0,0
"ENSG00000161179",4,0,0
"ENSG00000161179",5,0,0
"ENSG00000161179",6,0,0
"ENSG00000161179",7,0,0
"ENSG00000161179",8,0,0
"ENSG00000161203",1,0,0
"ENSG00000161203",2,0,0
"ENSG00000161203",3,0,0
"ENSG00000161203",4,0,0
"ENSG00000161203",5,0,0
"ENSG00000161203",6,0,0
"ENSG00000161203",7,0,0
"ENSG00000161203",8,0,0
"ENSG00000161203",9,0,0
"ENSG00000161217",1,2,3
"ENSG00000161217",2,1,0
"ENSG00000161217",3,0,1
"ENSG00000161217",4,0,0
"ENSG00000161217",5,0,0
"ENSG00000161217",6,0,0
"ENSG00000161265",1,0,0
"ENSG00000161265",2,0,0
"ENSG00000161265",3,0,0
"ENSG00000161267",1,0,0
"ENSG00000161267",2,0,0
"ENSG00000161267",3,0,0
"ENSG00000161281",1,0,0
"ENSG00000161281",2,0,0
"ENSG00000161281",3,0,0
"ENSG00000161326",1,0,0
"ENSG00000161326",2,0,0
"ENSG00000161326",3,0,0
"ENSG00000161381",1,0,0
"ENSG00000161381",2,0,0
"ENSG00000161381",3,0,0
"ENSG00000161381",4,0,0
"ENSG00000161395",1,0,0
"ENSG00000161395",2,4,1
"ENSG00000161395",3,0,0
"ENSG00000161395",4,0,0
"ENSG00000161395",5,0,2
"ENSG00000161395",6,1,0
"ENSG00000161513",1,2,0
"ENSG00000161513",2,0,0
"ENSG00000161513",3,1,0
"ENSG00000161513",4,0,0
"ENSG00000161513",5,1,0
"ENSG00000161513",6,3,0
"ENSG00000161513",7,0,1
"ENSG00000161542",1,0,0
"ENSG00000161542",2,0,0
"ENSG00000161542",3,0,0
"ENSG00000161542",4,0,0
"ENSG00000161542",5,0,0
"ENSG00000161542",6,0,0
"ENSG00000161542",7,0,0
"ENSG00000161542",8,0,0
"ENSG00000161542",9,0,0
"ENSG00000161542",10,0,0
"ENSG00000161542",11,0,0
"ENSG00000161542",12,0,0
"ENSG00000161544",1,0,0
"ENSG00000161544",2,0,0
"ENSG00000161547",1,0,0
"ENSG00000161547",2,0,0
"ENSG00000161547",3,0,0
"ENSG00000161547",4,0,0
"ENSG00000161558",1,0,0
"ENSG00000161558",2,0,0
"ENSG00000161558",3,0,0
"ENSG00000161558",4,0,0
"ENSG00000161558",5,0,0
"ENSG00000161558",6,0,0
"ENSG00000161558",7,0,0
"ENSG00000161558",8,0,0
"ENSG00000161572",1,0,0
"ENSG00000161572",2,0,0
"ENSG00000161572",3,0,0
"ENSG00000161572",4,0,0
"ENSG00000161572",5,0,0
"ENSG00000161572",6,0,0
"ENSG00000161572",7,0,0
"ENSG00000161573",1,0,0
"ENSG00000161573",2,0,0
"ENSG00000161642",1,0,0
"ENSG00000161642",2,0,0
"ENSG00000161642",3,0,0
"ENSG00000161642",4,0,0
"ENSG00000161642",5,0,0
"ENSG00000161642",6,0,0
"ENSG00000161642",7,0,0
"ENSG00000161649",1,0,0
"ENSG00000161649",2,0,0
"ENSG00000161649",3,0,0
"ENSG00000161649",4,0,0
"ENSG00000161649",5,0,0
"ENSG00000161649",6,0,0
"ENSG00000161653",1,6,14
"ENSG00000161653",2,8,0
"ENSG00000161654",1,0,0
"ENSG00000161654",2,0,0
"ENSG00000161677",1,0,0
"ENSG00000161677",2,0,0
"ENSG00000161677",3,0,0
"ENSG00000161677",4,0,0
"ENSG00000161677",5,0,0
"ENSG00000161677",6,0,0
"ENSG00000161798",1,1,0
"ENSG00000161798",2,1,0
"ENSG00000161798",3,0,0
"ENSG00000161798",4,0,0
"ENSG00000161798",5,0,0
"ENSG00000161798",6,0,0
"ENSG00000161800",1,0,0
"ENSG00000161800",2,0,0
"ENSG00000161807",1,0,0
"ENSG00000161807",2,0,0
"ENSG00000161849",1,0,0
"ENSG00000161849",2,0,0
"ENSG00000161849",3,0,0
"ENSG00000161849",4,0,0
"ENSG00000161849",5,0,0
"ENSG00000161888",1,0,0
"ENSG00000161888",2,0,0
"ENSG00000161896",1,0,0
"ENSG00000161896",2,0,0
"ENSG00000161896",3,0,0
"ENSG00000161896",4,0,0
"ENSG00000161896",5,0,0
"ENSG00000161905",1,1,0
"ENSG00000161905",2,0,0
"ENSG00000161905",3,0,0
"ENSG00000161905",4,0,0
"ENSG00000161905",5,0,0
"ENSG00000161905",6,0,0
"ENSG00000161905",7,0,0
"ENSG00000161905",8,0,0
"ENSG00000161905",9,0,0
"ENSG00000161905",10,0,0
"ENSG00000161905",11,0,1
"ENSG00000161911",1,0,0
"ENSG00000161911",2,0,0
"ENSG00000161911",3,0,0
"ENSG00000161920",1,0,0
"ENSG00000161920",2,0,0
"ENSG00000161944",1,0,0
"ENSG00000161944",2,0,0
"ENSG00000161944",3,0,0
"ENSG00000161944",4,0,0
"ENSG00000161944",5,0,0
"ENSG00000161955",1,0,0
"ENSG00000161955",2,0,0
"ENSG00000161955",3,0,0
"ENSG00000161955",4,0,0
"ENSG00000161955",5,0,0
"ENSG00000161955",6,0,0
"ENSG00000161960",1,0,0
"ENSG00000161960",2,0,0
"ENSG00000161960",3,0,0
"ENSG00000161960",4,0,0
"ENSG00000161960",5,0,0
"ENSG00000161960",6,0,0
"ENSG00000161960",7,0,0
"ENSG00000161960",8,0,0
"ENSG00000161960",9,0,0
"ENSG00000161960",10,0,0
"ENSG00000161960",11,0,0
"ENSG00000161960",12,0,0
"ENSG00000161960",13,0,0
"ENSG00000161960",14,0,0
"ENSG00000161970",1,1,0
"ENSG00000161970",2,0,0
"ENSG00000161973",1,0,0
"ENSG00000161973",2,0,0
"ENSG00000161973",3,0,0
"ENSG00000161973",4,0,0
"ENSG00000161980",1,0,0
"ENSG00000161980",2,0,0
"ENSG00000161981",1,0,0
"ENSG00000161981",2,0,0
"ENSG00000161999",1,0,0
"ENSG00000161999",2,0,0
"ENSG00000162009",1,0,0
"ENSG00000162009",2,0,0
"ENSG00000162039",1,0,0
"ENSG00000162039",2,0,0
"ENSG00000162039",3,0,0
"ENSG00000162039",4,0,0
"ENSG00000162039",5,0,0
"ENSG00000162039",6,0,0
"ENSG00000162040",1,0,0
"ENSG00000162040",2,0,0
"ENSG00000162065",1,44,17
"ENSG00000162065",2,5,0
"ENSG00000162065",3,7,10
"ENSG00000162068",1,0,0
"ENSG00000162068",2,0,0
"ENSG00000162068",3,0,0
"ENSG00000162068",4,0,0
"ENSG00000162068",5,0,0
"ENSG00000162068",6,0,0
"ENSG00000162068",7,0,0
"ENSG00000162068",8,0,0
"ENSG00000162068",9,0,0
"ENSG00000162068",10,0,0
"ENSG00000162073",1,0,0
"ENSG00000162073",2,0,0
"ENSG00000162073",3,0,0
"ENSG00000162073",4,0,0
"ENSG00000162078",1,0,0
"ENSG00000162078",2,0,0
"ENSG00000162086",1,0,0
"ENSG00000162086",2,0,0
"ENSG00000162086",3,0,0
"ENSG00000162139",1,0,0
"ENSG00000162139",2,0,0
"ENSG00000162139",3,0,0
"ENSG00000162139",4,0,0
"ENSG00000162139",5,0,0
"ENSG00000162139",6,0,0
"ENSG00000162139",7,0,0
"ENSG00000162139",8,0,0
"ENSG00000162139",9,0,0
"ENSG00000162139",10,0,0
"ENSG00000162144",1,0,0
"ENSG00000162144",2,0,0
"ENSG00000162174",1,0,0
"ENSG00000162174",2,0,0
"ENSG00000162174",3,0,0
"ENSG00000162188",1,0,0
"ENSG00000162188",2,1,0
"ENSG00000162188",3,0,0
"ENSG00000162188",4,0,0
"ENSG00000162191",1,0,0
"ENSG00000162191",2,0,0
"ENSG00000162191",3,0,0
"ENSG00000162191",4,0,0
"ENSG00000162222",1,0,0
"ENSG00000162222",2,0,0
"ENSG00000162236",1,0,0
"ENSG00000162236",2,0,0
"ENSG00000162236",3,0,0
"ENSG00000162236",4,0,0
"ENSG00000162236",5,0,0
"ENSG00000162241",1,0,0
"ENSG00000162241",2,0,0
"ENSG00000162241",3,0,0
"ENSG00000162241",4,0,0
"ENSG00000162244",1,0,0
"ENSG00000162244",2,0,0
"ENSG00000162290",1,0,0
"ENSG00000162290",2,0,0
"ENSG00000162290",3,0,0
"ENSG00000162298",1,0,0
"ENSG00000162298",2,1,0
"ENSG00000162298",3,0,0
"ENSG00000162298",4,0,0
"ENSG00000162300",1,0,0
"ENSG00000162300",2,0,0
"ENSG00000162341",1,0,0
"ENSG00000162341",2,0,0
"ENSG00000162374",1,0,0
"ENSG00000162374",2,0,0
"ENSG00000162374",3,0,0
"ENSG00000162374",4,0,0
"ENSG00000162374",5,0,0
"ENSG00000162374",6,0,0
"ENSG00000162374",7,0,0
"ENSG00000162374",8,0,0
"ENSG00000162377",1,0,0
"ENSG00000162377",2,0,0
"ENSG00000162377",3,0,0
"ENSG00000162377",4,0,0
"ENSG00000162377",5,0,0
"ENSG00000162377",6,0,0
"ENSG00000162377",7,0,0
"ENSG00000162384",1,0,0
"ENSG00000162384",2,0,0
"ENSG00000162384",3,0,0
"ENSG00000162384",4,0,0
"ENSG00000162384",5,0,0
"ENSG00000162384",6,0,0
"ENSG00000162384",7,0,0
"ENSG00000162385",1,0,0
"ENSG00000162385",2,0,0
"ENSG00000162385",3,0,0
"ENSG00000162385",4,0,0
"ENSG00000162385",5,0,0
"ENSG00000162385",6,0,0
"ENSG00000162385",7,0,0
"ENSG00000162385",8,0,0
"ENSG00000162396",1,9,3
"ENSG00000162396",2,4,2
"ENSG00000162396",3,0,1
"ENSG00000162396",4,0,1
"ENSG00000162407",1,0,0
"ENSG00000162407",2,0,0
"ENSG00000162407",3,0,0
"ENSG00000162407",4,0,0
"ENSG00000162407",5,0,0
"ENSG00000162407",6,0,0
"ENSG00000162408",1,0,0
"ENSG00000162408",2,0,0
"ENSG00000162408",3,0,0
"ENSG00000162408",4,0,0
"ENSG00000162408",5,0,0
"ENSG00000162413",1,1,0
"ENSG00000162413",2,0,0
"ENSG00000162433",1,0,0
"ENSG00000162433",2,0,0
"ENSG00000162433",3,0,0
"ENSG00000162433",4,0,0
"ENSG00000162433",5,0,0
"ENSG00000162433",6,0,0
"ENSG00000162433",7,0,0
"ENSG00000162438",1,17,9
"ENSG00000162438",2,4,0
"ENSG00000162444",1,0,0
"ENSG00000162444",2,0,0
"ENSG00000162444",3,0,0
"ENSG00000162444",4,0,0
"ENSG00000162444",5,0,0
"ENSG00000162444",6,0,0
"ENSG00000162444",7,0,0
"ENSG00000162444",8,0,0
"ENSG00000162461",1,0,0
"ENSG00000162461",2,0,0
"ENSG00000162461",3,0,0
"ENSG00000162461",4,0,0
"ENSG00000162461",5,0,0
"ENSG00000162461",6,0,0
"ENSG00000162482",1,0,0
"ENSG00000162482",2,0,0
"ENSG00000162482",3,0,0
"ENSG00000162482",4,0,0
"ENSG00000162482",5,0,0
"ENSG00000162482",6,0,0
"ENSG00000162482",7,0,0
"ENSG00000162482",8,0,0
"ENSG00000162482",9,0,0
"ENSG00000162494",1,0,0
"ENSG00000162494",2,0,0
"ENSG00000162494",3,0,0
"ENSG00000162494",4,0,0
"ENSG00000162494",5,0,0
"ENSG00000162494",6,0,0
"ENSG00000162494",7,0,0
"ENSG00000162496",1,0,0
"ENSG00000162496",2,0,0
"ENSG00000162511",1,0,0
"ENSG00000162511",2,0,0
"ENSG00000162517",1,0,0
"ENSG00000162517",2,0,0
"ENSG00000162517",3,0,0
"ENSG00000162517",4,0,0
"ENSG00000162520",1,0,0
"ENSG00000162520",2,0,0
"ENSG00000162520",3,0,0
"ENSG00000162520",4,0,0
"ENSG00000162521",1,0,0
"ENSG00000162521",2,0,0
"ENSG00000162526",1,0,0
"ENSG00000162526",2,0,0
"ENSG00000162526",3,0,0
"ENSG00000162526",4,0,0
"ENSG00000162526",5,0,0
"ENSG00000162526",6,0,0
"ENSG00000162526",7,0,0
"ENSG00000162526",8,0,0
"ENSG00000162526",9,0,0
"ENSG00000162526",10,0,0
"ENSG00000162542",1,0,0
"ENSG00000162542",2,0,0
"ENSG00000162552",1,0,1
"ENSG00000162552",2,0,0
"ENSG00000162552",3,0,0
"ENSG00000162552",4,0,2
"ENSG00000162552",5,0,0
"ENSG00000162552",6,0,1
"ENSG00000162552",7,0,1
"ENSG00000162576",1,0,1
"ENSG00000162576",2,0,0
"ENSG00000162576",3,0,0
"ENSG00000162576",4,0,0
"ENSG00000162595",1,0,0
"ENSG00000162595",2,0,0
"ENSG00000162616",1,0,0
