"ENSG","cluster_membership","cluster_size","n.mut"
"ENSG00000170604",1,120,51
"ENSG00000170604",2,65,30
"ENSG00000170604",3,61,29
"ENSG00000170604",4,52,28
"ENSG00000170604",5,49,20
"ENSG00000170604",6,44,17
"ENSG00000170604",7,38,14
"ENSG00000170604",8,36,8
"ENSG00000170604",9,34,13
"ENSG00000170604",10,30,19
"ENSG00000170604",11,28,9
"ENSG00000170604",12,27,4
"ENSG00000170605",1,284,190
"ENSG00000170605",2,51,48
"ENSG00000170615",1,262,127
"ENSG00000170615",2,131,61
"ENSG00000170615",3,112,27
"ENSG00000170615",4,104,71
"ENSG00000170615",5,74,53
"ENSG00000170615",6,63,45
"ENSG00000170619",1,105,60
"ENSG00000170619",2,49,41
"ENSG00000170619",3,37,25
"ENSG00000170619",4,33,23
"ENSG00000170624",1,71,28
"ENSG00000170624",2,67,31
"ENSG00000170624",3,57,34
"ENSG00000170624",4,39,18
"ENSG00000170624",5,25,19
"ENSG00000170624",6,21,15
"ENSG00000170624",7,10,4
"ENSG00000170632",1,90,51
"ENSG00000170632",2,87,47
"ENSG00000170632",3,52,6
"ENSG00000170632",4,48,21
"ENSG00000170632",5,42,30
"ENSG00000170632",6,24,1
"ENSG00000170638",1,77,53
"ENSG00000170638",2,61,72
"ENSG00000170638",3,51,37
"ENSG00000170638",4,32,11
"ENSG00000170638",5,32,20
"ENSG00000170638",6,31,20
"ENSG00000170638",7,27,23
"ENSG00000170638",8,26,19
"ENSG00000170638",9,24,31
"ENSG00000170638",10,18,19
"ENSG00000170683",1,284,199
"ENSG00000170683",2,30,26
"ENSG00000170689",1,53,26
"ENSG00000170689",2,49,26
"ENSG00000170689",3,41,27
"ENSG00000170689",4,39,24
"ENSG00000170689",5,29,23
"ENSG00000170689",6,22,16
"ENSG00000170689",7,17,8
"ENSG00000170777",1,112,84
"ENSG00000170777",2,28,38
"ENSG00000170782",1,284,211
"ENSG00000170782",2,31,17
"ENSG00000170786",1,145,84
"ENSG00000170786",2,92,67
"ENSG00000170786",3,42,6
"ENSG00000170786",4,39,28
"ENSG00000170790",1,88,52
"ENSG00000170790",2,60,30
"ENSG00000170790",3,52,17
"ENSG00000170790",4,36,29
"ENSG00000170790",5,25,27
"ENSG00000170790",6,22,16
"ENSG00000170790",7,20,5
"ENSG00000170801",1,117,85
"ENSG00000170801",2,98,92
"ENSG00000170801",3,89,81
"ENSG00000170801",4,63,37
"ENSG00000170801",5,55,32
"ENSG00000170801",6,31,6
"ENSG00000170803",1,286,199
"ENSG00000170803",2,30,15
"ENSG00000170819",1,108,52
"ENSG00000170819",2,106,69
"ENSG00000170819",3,101,79
"ENSG00000170819",4,54,27
"ENSG00000170819",5,46,30
"ENSG00000170837",1,320,110
"ENSG00000170837",2,55,26
"ENSG00000170848",1,339,352
"ENSG00000170848",2,96,119
"ENSG00000170854",1,424,300
"ENSG00000170854",2,41,23
"ENSG00000170855",1,30,15
"ENSG00000170855",2,28,22
"ENSG00000170855",3,18,6
"ENSG00000170860",1,46,15
"ENSG00000170860",2,26,20
"ENSG00000170860",3,15,16
"ENSG00000170860",4,15,4
"ENSG00000170866",1,60,64
"ENSG00000170866",2,54,70
"ENSG00000170866",3,51,29
"ENSG00000170866",4,51,46
"ENSG00000170866",5,49,35
"ENSG00000170866",6,46,29
"ENSG00000170866",7,27,47
"ENSG00000170866",8,26,23
"ENSG00000170866",9,26,21
"ENSG00000170866",10,23,17
"ENSG00000170866",11,23,7
"ENSG00000170866",12,20,17
"ENSG00000170876",1,179,168
"ENSG00000170876",2,116,108
"ENSG00000170876",3,77,45
"ENSG00000170876",4,28,16
"ENSG00000170889",1,160,63
"ENSG00000170889",2,34,18
"ENSG00000170890",1,84,102
"ENSG00000170890",2,38,23
"ENSG00000170890",3,26,21
"ENSG00000170892",1,227,178
"ENSG00000170892",2,85,53
"ENSG00000170899",1,38,28
"ENSG00000170899",2,35,22
"ENSG00000170899",3,30,8
"ENSG00000170899",4,29,11
"ENSG00000170899",5,26,14
"ENSG00000170899",6,26,12
"ENSG00000170899",7,21,12
"ENSG00000170899",8,17,18
"ENSG00000170903",1,75,43
"ENSG00000170903",2,74,32
"ENSG00000170903",3,64,15
"ENSG00000170903",4,45,28
"ENSG00000170903",5,44,5
"ENSG00000170903",6,31,28
"ENSG00000170903",7,12,11
"ENSG00000170909",1,62,26
"ENSG00000170909",2,59,10
"ENSG00000170909",3,53,33
"ENSG00000170909",4,42,13
"ENSG00000170909",5,40,30
"ENSG00000170909",6,30,1
"ENSG00000170915",1,80,49
"ENSG00000170915",2,73,38
"ENSG00000170915",3,72,36
"ENSG00000170915",4,56,35
"ENSG00000170915",5,40,19
"ENSG00000170915",6,33,27
"ENSG00000170917",1,256,179
"ENSG00000170917",2,60,78
"ENSG00000170920",1,279,168
"ENSG00000170920",2,33,23
"ENSG00000170923",1,296,171
"ENSG00000170923",2,49,34
"ENSG00000170929",1,282,267
"ENSG00000170929",2,31,19
"ENSG00000170946",1,109,46
"ENSG00000170946",2,40,21
"ENSG00000170948",1,64,37
"ENSG00000170948",2,58,39
"ENSG00000170948",3,21,12
"ENSG00000170948",4,18,8
"ENSG00000170948",5,17,11
"ENSG00000170948",6,16,9
"ENSG00000170950",1,122,83
"ENSG00000170950",2,61,38
"ENSG00000170950",3,50,33
"ENSG00000170950",4,45,26
"ENSG00000170950",5,41,24
"ENSG00000170950",6,41,34
"ENSG00000170950",7,34,30
"ENSG00000170950",8,23,11
"ENSG00000170953",1,64,58
"ENSG00000170953",2,52,40
"ENSG00000170953",3,45,18
"ENSG00000170953",4,35,13
"ENSG00000170953",5,32,24
"ENSG00000170953",6,30,21
"ENSG00000170953",7,23,14
"ENSG00000170953",8,16,4
"ENSG00000170953",9,13,10
"ENSG00000170956",1,150,91
"ENSG00000170956",2,102,74
"ENSG00000170961",1,185,66
"ENSG00000170961",2,123,34
"ENSG00000170961",3,70,23
"ENSG00000170961",4,66,29
"ENSG00000170961",5,51,18
"ENSG00000170961",6,36,11
"ENSG00000170961",7,21,7
"ENSG00000170967",1,205,152
"ENSG00000170967",2,110,74
"ENSG00000170967",3,64,31
"ENSG00000170967",4,17,18
"ENSG00000170989",1,333,133
"ENSG00000170989",2,49,23
"ENSG00000171014",1,288,215
"ENSG00000171014",2,30,14
"ENSG00000171049",1,65,42
"ENSG00000171049",2,63,31
"ENSG00000171049",3,32,26
"ENSG00000171049",4,26,14
"ENSG00000171049",5,23,16
"ENSG00000171049",6,20,10
"ENSG00000171049",7,19,7
"ENSG00000171049",8,19,5
"ENSG00000171049",9,19,6
"ENSG00000171049",10,18,5
"ENSG00000171049",11,17,13
"ENSG00000171049",12,15,11
"ENSG00000171049",13,15,10
"ENSG00000171051",1,318,209
"ENSG00000171051",2,32,16
"ENSG00000171053",1,53,30
"ENSG00000171053",2,42,31
"ENSG00000171053",3,31,27
"ENSG00000171055",1,90,58
"ENSG00000171055",2,87,91
"ENSG00000171055",3,77,27
"ENSG00000171055",4,52,13
"ENSG00000171055",5,45,26
"ENSG00000171055",6,29,21
"ENSG00000171060",1,123,133
"ENSG00000171060",2,65,69
"ENSG00000171060",3,52,62
"ENSG00000171060",4,37,23
"ENSG00000171060",5,17,16
"ENSG00000171097",1,69,44
"ENSG00000171097",2,69,53
"ENSG00000171097",3,68,2
"ENSG00000171097",4,66,46
"ENSG00000171097",5,62,35
"ENSG00000171097",6,57,45
"ENSG00000171097",7,38,17
"ENSG00000171097",8,36,27
"ENSG00000171097",9,32,23
"ENSG00000171097",10,19,14
"ENSG00000171102",1,82,27
"ENSG00000171102",2,70,59
"ENSG00000171102",3,18,0
"ENSG00000171109",1,186,96
"ENSG00000171109",2,153,56
"ENSG00000171109",3,99,45
"ENSG00000171109",4,97,56
"ENSG00000171109",5,84,25
"ENSG00000171109",6,70,36
"ENSG00000171109",7,52,21
"ENSG00000171124",1,109,38
"ENSG00000171124",2,64,71
"ENSG00000171124",3,61,23
"ENSG00000171124",4,59,58
"ENSG00000171124",5,42,20
"ENSG00000171124",6,26,36
"ENSG00000171126",1,144,49
"ENSG00000171126",2,135,74
"ENSG00000171126",3,82,42
"ENSG00000171126",4,75,39
"ENSG00000171133",1,70,52
"ENSG00000171133",2,56,40
"ENSG00000171133",3,41,35
"ENSG00000171133",4,38,25
"ENSG00000171133",5,34,26
"ENSG00000171133",6,24,8
"ENSG00000171133",7,23,14
"ENSG00000171133",8,21,10
"ENSG00000171133",9,20,14
"ENSG00000171133",10,18,15
"ENSG00000171135",1,61,25
"ENSG00000171135",2,51,54
"ENSG00000171135",3,40,31
"ENSG00000171135",4,31,25
"ENSG00000171136",1,64,60
"ENSG00000171136",2,27,24
"ENSG00000171136",3,27,26
"ENSG00000171136",4,24,11
"ENSG00000171160",1,20,12
"ENSG00000171160",2,18,6
"ENSG00000171160",3,15,2
"ENSG00000171160",4,15,5
"ENSG00000171160",5,14,2
"ENSG00000171160",6,14,3
"ENSG00000171160",7,13,2
"ENSG00000171160",8,13,0
"ENSG00000171160",9,12,9
"ENSG00000171160",10,12,5
"ENSG00000171160",11,11,10
"ENSG00000171160",12,10,4
"ENSG00000171160",13,10,8
"ENSG00000171160",14,10,5
"ENSG00000171160",15,9,3
"ENSG00000171160",16,8,2
"ENSG00000171174",1,77,43
"ENSG00000171174",2,67,44
"ENSG00000171174",3,52,28
"ENSG00000171174",4,37,16
"ENSG00000171174",5,32,25
"ENSG00000171174",6,32,27
"ENSG00000171174",7,25,22
"ENSG00000171180",1,279,161
"ENSG00000171180",2,32,21
"ENSG00000171204",1,160,87
"ENSG00000171204",2,70,41
"ENSG00000171217",1,120,76
"ENSG00000171217",2,45,36
"ENSG00000171217",3,33,13
"ENSG00000171217",4,21,15
"ENSG00000171223",1,93,34
"ENSG00000171223",2,87,14
"ENSG00000171223",3,64,39
"ENSG00000171223",4,64,20
"ENSG00000171223",5,39,9
"ENSG00000171234",1,87,68
"ENSG00000171234",2,83,41
"ENSG00000171234",3,64,34
"ENSG00000171234",4,62,52
"ENSG00000171234",5,62,49
"ENSG00000171234",6,62,37
"ENSG00000171234",7,59,37
"ENSG00000171234",8,50,29
"ENSG00000171236",1,29,40
"ENSG00000171236",2,28,32
"ENSG00000171236",3,28,20
"ENSG00000171236",4,27,18
"ENSG00000171236",5,26,29
"ENSG00000171236",6,26,20
"ENSG00000171236",7,26,25
"ENSG00000171236",8,22,23
"ENSG00000171236",9,22,14
"ENSG00000171236",10,21,15
"ENSG00000171236",11,21,30
"ENSG00000171236",12,20,20
"ENSG00000171236",13,18,12
"ENSG00000171236",14,17,21
"ENSG00000171236",15,16,9
"ENSG00000171246",1,84,46
"ENSG00000171246",2,71,49
"ENSG00000171246",3,60,37
"ENSG00000171246",4,52,41
"ENSG00000171246",5,48,25
"ENSG00000171246",6,48,16
"ENSG00000171246",7,39,35
"ENSG00000171246",8,30,8
"ENSG00000171262",1,146,49
"ENSG00000171262",2,77,75
"ENSG00000171262",3,68,33
"ENSG00000171262",4,68,19
"ENSG00000171262",5,40,9
"ENSG00000171262",6,34,6
"ENSG00000171298",1,367,325
"ENSG00000171298",2,293,231
"ENSG00000171298",3,292,267
"ENSG00000171302",1,280,217
"ENSG00000171302",2,121,107
"ENSG00000171303",1,327,144
"ENSG00000171303",2,67,32
"ENSG00000171307",1,148,78
"ENSG00000171307",2,121,73
"ENSG00000171307",3,75,32
"ENSG00000171307",4,33,30
"ENSG00000171310",1,97,69
"ENSG00000171310",2,64,32
"ENSG00000171310",3,62,22
"ENSG00000171310",4,47,23
"ENSG00000171310",5,44,18
"ENSG00000171310",6,38,12
"ENSG00000171311",1,48,21
"ENSG00000171311",2,37,17
"ENSG00000171311",3,32,16
"ENSG00000171311",4,28,14
"ENSG00000171311",5,27,27
"ENSG00000171311",6,23,12
"ENSG00000171314",1,222,61
"ENSG00000171314",2,32,3
"ENSG00000171345",1,111,74
"ENSG00000171345",2,92,80
"ENSG00000171345",3,76,69
"ENSG00000171345",4,63,32
"ENSG00000171345",5,58,52
"ENSG00000171346",1,157,125
"ENSG00000171346",2,106,93
"ENSG00000171346",3,99,105
"ENSG00000171346",4,59,37
"ENSG00000171346",5,35,9
"ENSG00000171360",1,167,138
"ENSG00000171360",2,103,90
"ENSG00000171360",3,93,98
"ENSG00000171360",4,58,49
"ENSG00000171360",5,35,32
"ENSG00000171368",1,173,138
"ENSG00000171368",2,46,36
"ENSG00000171396",1,24,27
"ENSG00000171396",2,22,24
"ENSG00000171396",3,22,10
"ENSG00000171396",4,21,14
"ENSG00000171396",5,20,12
"ENSG00000171396",6,20,22
"ENSG00000171396",7,19,17
"ENSG00000171396",8,18,10
"ENSG00000171401",1,157,133
"ENSG00000171401",2,97,79
"ENSG00000171401",3,93,67
"ENSG00000171401",4,75,56
"ENSG00000171401",5,36,24
"ENSG00000171425",1,31,14
"ENSG00000171425",2,30,18
"ENSG00000171425",3,30,20
"ENSG00000171425",4,29,17
"ENSG00000171425",5,28,7
"ENSG00000171425",6,26,20
"ENSG00000171425",7,23,16
"ENSG00000171428",1,100,48
"ENSG00000171428",2,89,59
"ENSG00000171428",3,64,19
"ENSG00000171428",4,56,69
"ENSG00000171428",5,43,31
"ENSG00000171431",1,107,78
"ENSG00000171431",2,91,52
"ENSG00000171431",3,67,59
"ENSG00000171431",4,66,49
"ENSG00000171431",5,61,26
"ENSG00000171431",6,32,16
"ENSG00000171444",1,825,637
"ENSG00000171444",2,165,165
"ENSG00000171444",3,29,18
"ENSG00000171446",1,165,130
"ENSG00000171446",2,109,64
"ENSG00000171446",3,73,56
"ENSG00000171446",4,67,48
"ENSG00000171446",5,45,29
"ENSG00000171448",1,126,49
"ENSG00000171448",2,95,32
"ENSG00000171448",3,89,22
"ENSG00000171448",4,69,22
"ENSG00000171448",5,62,24
"ENSG00000171453",1,77,53
"ENSG00000171453",2,74,60
"ENSG00000171453",3,73,32
"ENSG00000171453",4,68,64
"ENSG00000171453",5,54,60
"ENSG00000171459",1,63,37
"ENSG00000171459",2,56,26
"ENSG00000171459",3,42,2
"ENSG00000171459",4,37,56
"ENSG00000171459",5,25,24
"ENSG00000171459",6,22,9
"ENSG00000171459",7,21,10
"ENSG00000171459",8,21,11
"ENSG00000171459",9,21,13
"ENSG00000171459",10,15,5
"ENSG00000171459",11,14,5
"ENSG00000171459",12,10,4
"ENSG00000171462",1,102,63
"ENSG00000171462",2,89,57
"ENSG00000171462",3,66,10
"ENSG00000171462",4,48,21
"ENSG00000171462",5,44,33
"ENSG00000171462",6,34,17
"ENSG00000171471",1,65,42
"ENSG00000171471",2,32,32
"ENSG00000171471",3,28,13
"ENSG00000171475",1,253,132
"ENSG00000171475",2,109,84
"ENSG00000171475",3,78,51
"ENSG00000171476",1,92,35
"ENSG00000171476",2,20,8
"ENSG00000171484",1,287,189
"ENSG00000171484",2,31,26
"ENSG00000171496",1,279,188
"ENSG00000171496",2,30,17
"ENSG00000171497",1,60,40
"ENSG00000171497",2,49,25
"ENSG00000171497",3,48,25
"ENSG00000171497",4,48,22
"ENSG00000171497",5,47,15
"ENSG00000171497",6,29,23
"ENSG00000171497",7,27,17
"ENSG00000171497",8,26,14
"ENSG00000171497",9,22,16
"ENSG00000171497",10,14,25
"ENSG00000171501",1,283,174
"ENSG00000171501",2,47,36
"ENSG00000171505",1,280,198
"ENSG00000171505",2,31,28
"ENSG00000171517",1,318,207
"ENSG00000171517",2,35,20
"ENSG00000171522",1,72,48
"ENSG00000171522",2,68,24
"ENSG00000171522",3,52,22
"ENSG00000171522",4,50,21
"ENSG00000171522",5,50,29
"ENSG00000171522",6,48,20
"ENSG00000171522",7,43,13
"ENSG00000171522",8,39,22
"ENSG00000171522",9,35,13
"ENSG00000171522",10,19,9
"ENSG00000171522",11,12,3
"ENSG00000171530",1,110,44
"ENSG00000171530",2,21,0
"ENSG00000171561",1,286,184
"ENSG00000171561",2,34,23
"ENSG00000171596",1,91,83
"ENSG00000171596",2,73,56
"ENSG00000171596",3,62,58
"ENSG00000171596",4,50,57
"ENSG00000171596",5,50,37
"ENSG00000171596",6,40,27
"ENSG00000171596",7,35,18
"ENSG00000171596",8,25,12
"ENSG00000171612",1,57,12
"ENSG00000171612",2,53,28
"ENSG00000171612",3,50,28
"ENSG00000171612",4,42,18
"ENSG00000171612",5,32,11
"ENSG00000171612",6,29,15
"ENSG00000171612",7,18,15
"ENSG00000171612",8,14,19
"ENSG00000171612",9,13,3
"ENSG00000171612",10,13,2
"ENSG00000171621",1,46,27
"ENSG00000171621",2,44,10
"ENSG00000171621",3,37,15
"ENSG00000171621",4,33,23
"ENSG00000171621",5,33,25
"ENSG00000171621",6,33,15
"ENSG00000171621",7,28,29
"ENSG00000171621",8,19,7
"ENSG00000171631",1,293,237
"ENSG00000171631",2,35,26
"ENSG00000171643",1,83,57
"ENSG00000171643",2,16,10
"ENSG00000171700",1,65,51
"ENSG00000171700",2,53,34
"ENSG00000171700",3,52,34
"ENSG00000171700",4,32,17
"ENSG00000171700",5,15,4
"ENSG00000171703",1,98,40
"ENSG00000171703",2,66,48
"ENSG00000171703",3,66,59
"ENSG00000171703",4,43,42
"ENSG00000171703",5,26,6
"ENSG00000171720",1,50,21
"ENSG00000171720",2,47,16
"ENSG00000171720",3,46,9
"ENSG00000171720",4,41,18
"ENSG00000171720",5,40,9
"ENSG00000171720",6,39,7
"ENSG00000171720",7,39,5
"ENSG00000171720",8,35,13
"ENSG00000171720",9,35,14
"ENSG00000171720",10,29,15
"ENSG00000171720",11,27,6
"ENSG00000171724",1,337,234
"ENSG00000171724",2,41,15
"ENSG00000171724",3,41,27
"ENSG00000171757",1,368,202
"ENSG00000171757",2,96,26
"ENSG00000171759",1,237,174
"ENSG00000171759",2,122,78
"ENSG00000171759",3,93,60
"ENSG00000171766",1,252,106
"ENSG00000171766",2,116,34
"ENSG00000171766",3,55,22
"ENSG00000171773",1,93,51
"ENSG00000171773",2,46,29
"ENSG00000171773",3,37,24
"ENSG00000171773",4,36,43
"ENSG00000171786",1,38,33
"ENSG00000171786",2,34,15
"ENSG00000171786",3,25,10
"ENSG00000171786",4,23,17
"ENSG00000171786",5,13,3
"ENSG00000171806",1,143,58
"ENSG00000171806",2,74,35
"ENSG00000171806",3,67,25
"ENSG00000171806",4,56,50
"ENSG00000171806",5,20,9
"ENSG00000171806",6,12,7
"ENSG00000171819",1,266,201
"ENSG00000171819",2,80,49
"ENSG00000171823",1,269,119
"ENSG00000171823",2,89,28
"ENSG00000171823",3,60,40
"ENSG00000171855",1,89,66
"ENSG00000171855",2,49,42
"ENSG00000171855",3,31,19
"ENSG00000171855",4,18,13
"ENSG00000171860",1,75,55
"ENSG00000171860",2,72,44
"ENSG00000171860",3,71,35
"ENSG00000171860",4,64,39
"ENSG00000171860",5,40,18
"ENSG00000171860",6,39,34
"ENSG00000171860",7,39,28
"ENSG00000171860",8,30,19
"ENSG00000171860",9,26,15
"ENSG00000171860",10,26,14
"ENSG00000171862",1,202,41
"ENSG00000171862",2,49,11
"ENSG00000171862",3,39,13
"ENSG00000171862",4,33,9
"ENSG00000171862",5,33,3
"ENSG00000171862",6,29,12
"ENSG00000171862",7,18,0
"ENSG00000171863",1,113,51
"ENSG00000171863",2,81,16
"ENSG00000171865",1,147,78
"ENSG00000171865",2,139,136
"ENSG00000171885",1,116,70
"ENSG00000171885",2,79,42
"ENSG00000171885",3,33,23
"ENSG00000171885",4,33,22
"ENSG00000171885",5,32,27
"ENSG00000171885",6,30,18
"ENSG00000171903",1,385,288
"ENSG00000171903",2,72,145
"ENSG00000171903",3,67,54
"ENSG00000171916",1,152,56
"ENSG00000171916",2,73,23
"ENSG00000171916",3,73,3
"ENSG00000171916",4,58,1
"ENSG00000171928",1,157,31
"ENSG00000171928",2,48,15
"ENSG00000171936",1,288,190
"ENSG00000171936",2,28,20
"ENSG00000171942",1,286,196
"ENSG00000171942",2,29,20
"ENSG00000171944",1,284,210
"ENSG00000171944",2,32,23
"ENSG00000171953",1,75,31
"ENSG00000171953",2,74,53
"ENSG00000171953",3,67,38
"ENSG00000171953",4,48,33
"ENSG00000171953",5,25,15
"ENSG00000171960",1,25,12
"ENSG00000171960",2,18,5
"ENSG00000171960",3,15,4
"ENSG00000171960",4,15,4
"ENSG00000171960",5,15,12
"ENSG00000171960",6,14,5
"ENSG00000171960",7,14,3
"ENSG00000171960",8,14,2
"ENSG00000171960",9,14,7
"ENSG00000171960",10,14,6
"ENSG00000171960",11,11,5
"ENSG00000171960",12,8,2
"ENSG00000171989",1,104,84
"ENSG00000171989",2,76,73
"ENSG00000171989",3,71,49
"ENSG00000171989",4,67,81
"ENSG00000171989",5,63,55
"ENSG00000172007",1,196,86
"ENSG00000172007",2,33,21
"ENSG00000172009",1,133,98
"ENSG00000172009",2,123,98
"ENSG00000172009",3,112,106
"ENSG00000172009",4,91,73
"ENSG00000172009",5,81,58
"ENSG00000172009",6,79,56
"ENSG00000172009",7,70,54
"ENSG00000172016",1,61,34
"ENSG00000172016",2,40,26
"ENSG00000172016",3,39,36
"ENSG00000172016",4,35,19
"ENSG00000172023",1,59,47
"ENSG00000172023",2,40,35
"ENSG00000172023",3,36,30
"ENSG00000172023",4,31,31
"ENSG00000172031",1,273,111
"ENSG00000172031",2,89,40
"ENSG00000172057",1,55,34
"ENSG00000172057",2,40,24
"ENSG00000172057",3,26,13
"ENSG00000172057",4,21,11
"ENSG00000172057",5,11,12
"ENSG00000172062",1,153,0
"ENSG00000172062",2,64,0
"ENSG00000172062",3,38,0
"ENSG00000172062",4,27,2
"ENSG00000172062",5,12,0
"ENSG00000172081",1,112,144
"ENSG00000172081",2,64,55
"ENSG00000172081",3,41,39
"ENSG00000172113",1,159,87
"ENSG00000172113",2,35,18
"ENSG00000172115",1,17,4
"ENSG00000172115",2,17,14
"ENSG00000172115",3,17,6
"ENSG00000172115",4,15,3
"ENSG00000172115",5,14,5
"ENSG00000172115",6,14,4
"ENSG00000172115",7,11,3
"ENSG00000172116",1,140,62
"ENSG00000172116",2,68,15
"ENSG00000172116",3,35,13
"ENSG00000172137",1,150,88
"ENSG00000172137",2,51,49
"ENSG00000172137",3,50,44
"ENSG00000172137",4,20,9
"ENSG00000172146",1,279,202
"ENSG00000172146",2,30,19
"ENSG00000172150",1,280,159
"ENSG00000172150",2,29,8
"ENSG00000172154",1,280,235
"ENSG00000172154",2,30,16
"ENSG00000172156",1,71,53
"ENSG00000172156",2,26,25
"ENSG00000172179",1,59,40
"ENSG00000172179",2,55,29
"ENSG00000172179",3,41,26
"ENSG00000172179",4,39,15
"ENSG00000172179",5,33,20
"ENSG00000172183",1,42,41
"ENSG00000172183",2,40,30
"ENSG00000172183",3,35,34
"ENSG00000172183",4,33,32
"ENSG00000172183",5,31,25
"ENSG00000172188",1,280,251
"ENSG00000172188",2,30,17
"ENSG00000172197",1,108,69
"ENSG00000172197",2,91,64
"ENSG00000172197",3,71,30
"ENSG00000172197",4,60,50
"ENSG00000172197",5,58,36
"ENSG00000172197",6,57,56
"ENSG00000172197",7,50,39
"ENSG00000172201",1,50,4
"ENSG00000172201",2,49,37
"ENSG00000172201",3,48,37
"ENSG00000172201",4,14,25
"ENSG00000172209",1,80,34
"ENSG00000172209",2,68,25
"ENSG00000172209",3,67,21
"ENSG00000172209",4,51,12
"ENSG00000172209",5,43,23
"ENSG00000172209",6,31,12
"ENSG00000172209",7,30,5
"ENSG00000172209",8,26,6
"ENSG00000172209",9,20,5
"ENSG00000172209",10,17,9
"ENSG00000172215",1,306,132
"ENSG00000172215",2,36,17
"ENSG00000172232",1,170,188
"ENSG00000172232",2,50,37
"ENSG00000172232",3,31,43
"ENSG00000172236",1,239,109
"ENSG00000172236",2,43,15
"ENSG00000172243",1,131,82
"ENSG00000172243",2,78,38
"ENSG00000172243",3,38,22
"ENSG00000172260",1,50,19
"ENSG00000172260",2,50,27
"ENSG00000172260",3,48,19
"ENSG00000172260",4,48,23
"ENSG00000172260",5,47,21
"ENSG00000172260",6,45,24
"ENSG00000172260",7,44,21
"ENSG00000172260",8,22,7
"ENSG00000172269",1,110,46
"ENSG00000172269",2,90,39
"ENSG00000172269",3,81,38
"ENSG00000172269",4,64,22
"ENSG00000172269",5,63,20
"ENSG00000172270",1,52,68
"ENSG00000172270",2,44,29
"ENSG00000172270",3,42,48
"ENSG00000172270",4,38,44
"ENSG00000172270",5,33,24
"ENSG00000172270",6,33,20
"ENSG00000172270",7,32,17
"ENSG00000172270",8,25,32
"ENSG00000172270",9,25,35
"ENSG00000172270",10,21,15
"ENSG00000172270",11,21,15
"ENSG00000172270",12,19,11
"ENSG00000172289",1,279,200
"ENSG00000172289",2,30,11
"ENSG00000172292",1,372,195
"ENSG00000172292",2,20,10
"ENSG00000172296",1,381,228
"ENSG00000172296",2,109,51
"ENSG00000172296",3,44,20
"ENSG00000172296",4,18,12
"ENSG00000172315",1,188,79
"ENSG00000172315",2,34,15
"ENSG00000172315",3,31,36
"ENSG00000172318",1,84,38
"ENSG00000172318",2,75,33
"ENSG00000172318",3,49,20
"ENSG00000172318",4,39,10
"ENSG00000172318",5,27,15
"ENSG00000172318",6,27,19
"ENSG00000172318",7,25,18
"ENSG00000172320",1,284,213
"ENSG00000172320",2,31,18
"ENSG00000172322",1,58,22
"ENSG00000172322",2,55,28
"ENSG00000172322",3,44,30
"ENSG00000172322",4,40,17
"ENSG00000172322",5,35,29
"ENSG00000172322",6,28,8
"ENSG00000172322",7,15,7
"ENSG00000172324",1,293,212
"ENSG00000172324",2,31,18
"ENSG00000172336",1,34,18
"ENSG00000172336",2,29,22
"ENSG00000172336",3,25,15
"ENSG00000172336",4,19,12
"ENSG00000172336",5,19,10
"ENSG00000172336",6,14,5
"ENSG00000172339",1,53,23
"ENSG00000172339",2,51,30
"ENSG00000172339",3,37,28
"ENSG00000172339",4,33,17
"ENSG00000172339",5,21,11
"ENSG00000172339",6,21,11
"ENSG00000172340",1,287,194
"ENSG00000172340",2,100,57
"ENSG00000172340",3,53,14
"ENSG00000172345",1,52,27
"ENSG00000172345",2,47,40
"ENSG00000172345",3,34,38
"ENSG00000172345",4,31,17
"ENSG00000172345",5,27,14
"ENSG00000172345",6,22,7
"ENSG00000172348",1,197,93
"ENSG00000172348",2,46,14
"ENSG00000172354",1,270,150
"ENSG00000172354",2,70,24
"ENSG00000172361",1,417,277
"ENSG00000172361",2,69,60
"ENSG00000172361",3,28,27
"ENSG00000172362",1,286,179
"ENSG00000172362",2,28,13
"ENSG00000172365",1,279,215
"ENSG00000172365",2,30,27
"ENSG00000172366",1,56,22
"ENSG00000172366",2,34,20
"ENSG00000172366",3,33,4
"ENSG00000172366",4,25,19
"ENSG00000172366",5,12,13
"ENSG00000172377",1,285,204
"ENSG00000172377",2,29,21
"ENSG00000172380",1,25,14
"ENSG00000172380",2,25,13
"ENSG00000172380",3,14,4
"ENSG00000172380",4,8,2
"ENSG00000172381",1,287,187
"ENSG00000172381",2,30,31
"ENSG00000172382",1,247,158
"ENSG00000172382",2,43,29
"ENSG00000172399",1,57,35
"ENSG00000172399",2,52,32
"ENSG00000172399",3,51,28
"ENSG00000172399",4,42,33
"ENSG00000172399",5,37,11
"ENSG00000172399",6,25,18
"ENSG00000172409",1,58,22
"ENSG00000172409",2,55,23
"ENSG00000172409",3,50,14
"ENSG00000172409",4,49,21
"ENSG00000172409",5,44,21
"ENSG00000172409",6,43,12
"ENSG00000172409",7,36,23
"ENSG00000172409",8,35,16
"ENSG00000172409",9,33,4
"ENSG00000172409",10,33,19
"ENSG00000172425",1,144,54
"ENSG00000172425",2,45,16
"ENSG00000172432",1,170,72
"ENSG00000172432",2,86,33
"ENSG00000172432",3,76,68
"ENSG00000172432",4,75,29
"ENSG00000172432",5,74,25
"ENSG00000172432",6,67,25
